state,ship to county,ship to city,latitude,longitude,ship to number,ship to name,parent,nickname,nh3,uan,urea,an,truck,rail,unit train,rail line,barge,nh3storage,uanstorage,ureastorage,anstorage,nh32015,nh32016,nh32017,uan2015,uan2016,uan2017,urea2015,urea2016,urea2017,an2015,an2016,an2017
VA,APPOMATTOX,APPOMATTOX,37.3773671,-78.7964015,206789,COLEMAN & SONS INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,24.39,0,0,0,0,0,0,0
WA,WHITMAN,COLFAX,46.8801655,-117.3643495,206793,FOUR STAR SUPPLY INC,100102,,yes,no,no,no,yes,no,no,n/a,no,200,0,0,0,269.02,0,0,0,0,0,0,0,0,0,0,0
NC,ROBESON,MAXTON,34.7351615,-79.3489317,206795,COLLINS & SONS MILLING CO INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,23.48,0,0,0,0,0,0
KS,ANDERSON,COLONY,38.0708626,-95.3655356,206797,COLONY GRAIN LLC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
GA,COLQUITT,DOERUN,31.3196267,-83.9171221,206800,COLQUITT AG SERVICE INC,100524,,yes,yes,yes,yes,yes,yes,no,GFRR,no,25,300,500,15400,0,0,0,197.2,0,0,0,359.47,143.58,"11,860.18","9,977.23","7,991.93"
SD,MINNEHAHA,COLTON,43.7860862,-96.9275557,206801,COLTON FARMERS ELEVATOR CO,100804,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,36.72,0,0,0,0,157.68,0,0,0
MT,GLACIER,CUT BANK,48.6330395,-112.3261618,206803,COLUMBIA GRAIN INTERNATIONAL INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,39.72,0,39.93,0,0,0
IN,BARTHOLOMEW,COLUMBUS,39.2014405,-85.9213796,206811,COLUMBUS SILGAS INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,190.50",675.09,"1,023.84",0,0,0,0,0,0,0,0,0
OK,STEPHENS,COMANCHE,34.3689748,-97.963924,206813,COMANCHE SEED & GRAIN,100292,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,23.2,0,0,0,48.78,171.87,0,0,0
MO,COOPER,BOONVILLE,38.9736392,-92.7432418,206822,CON AGRA TERMINAL,0,,no,yes,no,no,yes,no,no,n/a,no,0,500,0,0,0,0,0,0,374.8,0,0,0,0,0,0,0
IL,LOGAN,LINCOLN,40.1483768,-89.3648183,206827,CONRADY FARM,100053,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,179.39,20.38,0,0,0,0,0,0,0,0,0,0
IL,WINNEBAGO,DURAND,42.4364033,-89.3320582,206828,CONSERV FS,100053,,yes,no,no,no,yes,no,no,n/a,no,130,0,0,0,192.85,38.94,0,0,0,0,0,0,0,0,0,0
IL,WINNEBAGO,ROCKFORD,42.2711311,-89.0939952,206829,CONSERV FS,100053,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,74.28,0,0,0,0,0,0
IL,DU PAGE,WOODSTOCK,42.3147436,-88.4487021,206830,CONSERV FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,1500,0,0,203.45,0,0,"1,168.86",324.6,909.1,0,0,0,0,0,0
IL,OGLE,DAVIS JCT,42.1016919,-89.0931574,206831,CONSERV FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,274.79,257.47,178.63,129.75,0,49.91,0,0,0,0,0,0
IL,BOONE,CALEDONIA,42.369463,-88.8926041,206832,CONSERV FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,500,600,0,0,"1,026.26","1,499.62",38.87,98.01,471.95,75.98,0,0,0,0,0,0
IL,WINNEBAGO,ROCKFORD,42.2711311,-89.0939952,206833,CONSERV FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,405,100,0,0,734.41,509.2,0,0,0,49.55,0,0,0,0,0,0
IL,DE KALB,DEKALB,41.9294736,-88.7503647,206834,CONSERV FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,305,0,0,0,642.9,78.12,20,0,0,25.8,0,0,0,0,0,0
IL,DU PAGE,MARENGO,42.2486332,-88.6084269,206835,CONSERV FS INC,0,,yes,yes,no,no,yes,no,no,n/a,no,390,3800,0,0,361.89,135.55,79.35,"2,956.11","2,042.13",353.67,0,0,0,0,0,0
IL,DE KALB,MALTA,41.929751,-88.8609238,206836,CONSERV FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,400,300,0,0,"1,139.94",962.97,154.63,0,200.43,74.7,0,0,0,0,0,0
WI,WALWORTH,ZENDA,42.5119622,-88.4817651,206840,CONSERV FS INC,0,,yes,yes,no,no,yes,no,no,n/a,no,262.5,100,0,0,320.03,19.29,0,0,0,52.53,0,0,0,0,0,0
WI,RACINE,KANSASVILLE,42.6825181,-88.1103639,206841,CONSERV FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,230,100,0,0,"1,223.52",401.87,356.38,89.26,0,0,0,0,0,0,0,0
IL,DE KALB,WATERMAN,41.7716963,-88.7736942,206842,CONSERV FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,475,1400,0,0,"2,620.12",354.15,385.71,397.23,"1,060.58",175.91,0,0,0,0,0,0
IL,BOONE,BELVIDERE,42.2639098,-88.8442674,206844,CONSERV FS NH3 PLANT,100053,,yes,no,no,no,yes,no,no,n/a,no,150,0,0,0,0,0,19.48,0,0,0,0,0,0,0,0,0
OH,HAMILTON,NORTH BEND,39.1525576,-84.7480038,206850,CONSOLIDATED GRAIN & BARGE COM,0,,no,no,yes,no,no,no,no,n/a,yes,0,0,1900,0,0,0,0,0,0,0,"1,495.27",0,0,0,0,0
MO,CALDWELL,BRAYMER,39.5869582,-93.796047,206857,CONSUMER OIL & SUPPLY CO INC,0,,yes,no,yes,no,yes,no,no,n/a,no,360.302,0,100,0,400.07,567.09,832.57,0,0,0,54.31,104.51,106.21,0,0,0
MN,MEEKER,LITCHFIELD,45.1271847,-94.5280474,206858,CENTRAL COUNTIES COOPERATIVE,0,,no,yes,yes,no,yes,no,no,n/a,no,0,900,800,0,"2,201.66","1,566.44",100.28,708.49,399.08,0,529.77,269.82,613.25,0,0,0
MO,NODAWAY,MARYVILLE,40.3461017,-94.8724707,206861,CONSUMERS OIL CO INC,100292,,yes,no,no,no,yes,no,no,n/a,no,216,0,0,0,130.99,607.09,815.92,0,0,0,0,0,0,0,0,0
KS,MEADE,MEADE,37.2855796,-100.3401456,206869,COOP ELEVATOR & SUPPLY CO,0,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,78.67,0,211.34,281.5,52.62,0,0,0,0,0,0
SD,BON HOMME,TYNDALL,42.9933297,-97.8628464,206871,COOP FARMERS INC,100671,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,296.01,0,0,0,0,0,0,0,0
MN,MARSHALL,GATZKE,48.4244129,-95.7841678,206873,COOP OIL ASSN,100292,,yes,no,no,no,yes,no,no,n/a,no,120,0,0,0,348.08,201.17,61.05,0,0,0,0,0,0,0,0,0
MN,MARSHALL,MIDDLE RIVER,48.4341394,-96.1641892,206874,CO-OP OIL ASSOCIATION INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,20.71,20.44,0,0,0,0,0,0,0,0,0
OK,COMANCHE,CHATTANOOGA,34.4228593,-98.6564522,206876,COOP SERVICES INC,0,,no,yes,no,no,yes,no,no,n/a,no,0,900,0,0,0,0,0,658.16,217.55,236.42,0,26.3,0,0,0,0
OK,TILLMAN,GRANDFIELD,34.2284233,-98.6845075,206877,COOP SERVICES INC,0,,no,yes,no,no,yes,no,no,n/a,no,0,500,0,0,0,0,0,214.3,400.03,28.05,0,0,0,0,0,0
OK,COMANCHE,LAWTON,34.6086854,-98.3903305,206878,COOP SERVICES INC,100101,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,98.45,51.85,0,0,0,0,0,0,0
MI,HURON,ELKTON,43.8194594,-83.1807847,206880,COOPERATIVE ELEVATOR,0,,yes,yes,yes,no,yes,yes,no,HESR,no,42,100,1300,0,0,0,0,50.06,0,41.33,"1,001.56",0,0,0,0,0
IA,OSCEOLA,HARRIS,43.4452434,-95.4341709,206883,COOPERATIVE FARMERS ELEVATOR,100542,,no,yes,no,no,yes,no,no,n/a,no,0,6000,0,0,39.71,79.71,39.32,"4,592.34",795.88,0,0,0,0,0,0,0
IA,OSCEOLA,SIBLEY,43.399136,-95.7519604,206886,COOPERATIVE FARMERS ELEVATOR,0,,yes,yes,no,no,yes,no,no,n/a,no,165.565,700,0,0,461.48,268.6,257.44,504.85,0,25.21,0,0,0,0,0,0
SD,BON HOMME,SCOTLAND,43.1497151,-97.7175669,206890,COOPERATIVE FARMERS ASSOCIATION INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,900,0,0,0,0,0,0,0,0,0,660.22,0,0,0
KS,MARION,HILLSBORO,38.3519556,-97.2044723,206892,COOPERATIVE GRAIN & SUPPLY CO,100292,,yes,yes,yes,no,yes,no,no,n/a,no,182.4,1000,1100,0,64.86,150.56,63.57,762.83,524.11,415.38,856.6,300.99,0,0,0,0
KS,NESS,BAZINE,38.4444594,-99.692063,206893,COOPERATIVE GRAIN & SUPPLY CO INC,0,,yes,yes,yes,no,yes,no,no,n/a,no,110,200,200,0,0,0,0,121.01,0,0,0,161.3,0,0,0,0
KS,MCPHERSON,CANTON,38.3861194,-97.4280895,206894,COOPERATIVE GRAIN & SUPPLY CO INC,100292,,yes,yes,yes,no,yes,no,no,n/a,no,111,600,100,0,358.65,65.26,0,443.51,157.63,0,0,54.09,0,0,0,0
KS,MARION,MARION,38.3483493,-97.017245,206895,COOPERATIVE GRAIN & SUPPLY INC,100292,,yes,no,no,no,yes,no,no,n/a,no,154.9,0,0,0,179.13,188.39,84.05,0,20.89,0,0,0,0,0,0,0
WI,WALWORTH,WHITEWATER,42.8336205,-88.7323272,206898,LANDMARK SERVICES COOPERATIVE,100362,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,182.67,40.11,0,0,0,0,0,0,0,0,0,0
WI,RACINE,UNION GROVE,42.688074,-88.0514731,206899,LANDMARK SERVICES COOPERATIVE,100362,,yes,no,no,no,yes,no,no,n/a,no,70,0,0,0,543.63,495.96,246.2,0,0,0,0,0,0,0,0,0
WI,ROCK,CLINTON,42.5577925,-88.865107,206901,LANDMARK SERVICES COOPERATIVE,100362,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,59.48,40.94,0,0,0,0,0,0,0,0,0,0
WI,WALWORTH,GENOA CITY,42.4983517,-88.3281487,206903,LANDMARK SERVICES COOPERATIVE,100362,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,223.32,101.48,39.39,0,0,0,0,0,0,0,0,0
WI,WALWORTH,EAST TROY,42.7852922,-88.405096,206906,LANDMARK SERVICES COOPERATIVE,100362,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,316.16,205.81,0,0,0,0,0,0,0,0,0,0
NE,KEARNEY,AXTELL,40.4783461,-99.1267558,206907,COOPERATIVE PRODUCERS INC,100804,,yes,yes,no,no,yes,yes,yes,n/a,no,407.5,19900,0,0,21.1,0,0,"15,297.33",376.05,104.09,0,0,0,0,0,0
NE,CLAY,SUTTON,40.6055658,-97.8592146,206908,COOPERATIVE PRODUCERS INC,101680,,yes,yes,yes,no,yes,no,no,n/a,no,252,200,200,0,451.88,474.01,318.5,127.57,0,0,0,0,153.56,0,0,0
NE,HALL,WOOD RIVER,40.820569,-98.6000704,206910,COOPERATIVE PRODUCERS INC,100804,,yes,yes,no,no,yes,no,no,n/a,no,336,1000,0,0,247.07,170.97,245.73,738.1,0,0,0,0,0,0,0,0
NE,NUCKOLLS,NELSON,40.2016771,-98.0678201,206911,COOPERATIVE PRODUCERS INC,101680,,yes,yes,yes,no,yes,no,no,n/a,no,199,100,100,0,0,216.53,148.76,101.31,0,0,58.33,0,0,0,0,0
NE,FRANKLIN,FRANKLIN,40.0961242,-98.9525807,206912,COOPERATIVE PRODUCERS INC,101680,,yes,yes,yes,no,yes,no,no,n/a,no,206,300,300,0,21.18,43.31,43.1,207.36,0,0,0,0,255.73,0,0,0
NE,ADAMS,JUNIATA,40.590014,-98.5061754,206913,COOPERATIVE PRODUCERS INC,101680,,yes,no,no,no,yes,no,no,n/a,no,320,0,0,0,62.06,0,60.88,0,0,0,27.84,0,0,0,0,0
NE,KEARNEY,WILCOX,40.3650122,-99.1700909,206914,COOPERATIVE PRODUCERS INC,100804,,yes,no,no,no,yes,no,no,n/a,no,85,0,0,0,333.77,120.8,102.34,25.02,0,0,0,0,0,0,0,0
NE,HAMILTON,GILTNER,40.7739007,-98.1536672,206918,COOPERATIVE PRODUCERS INC,100804,,yes,yes,no,no,yes,no,no,n/a,no,418,100,0,0,415.86,308.55,150.32,76.51,0,50.02,0,0,0,0,0,0
NE,CLAY,TRUMBULL,40.679457,-98.2733907,206919,COOPERATIVE PRODUCERS INC,100804,,yes,yes,no,no,yes,no,no,n/a,no,322,200,0,0,404.17,86.81,40.97,184.52,0,0,0,0,0,0,0,0
NE,ADAMS,PROSSER,40.6872361,-98.576735,206920,COOPERATIVE PRODUCERS INC,101680,,yes,no,no,no,yes,no,no,n/a,no,230,0,0,0,0,0,0,0,0,10.86,0,0,0,0,0,0
NE,FRANKLIN,CAMPBELL,40.2983478,-98.7320163,206921,COOPERATIVE PRODUCERS INC,101680,,yes,yes,yes,no,yes,no,no,n/a,no,214.5,200,100,0,447.33,174.34,126.56,154.23,0,0,25.34,0,78.95,0,0,0
NE,KEARNEY,MINDEN,40.4986252,-98.9478594,206922,COOPERATIVE PRODUCERS INC,100804,,yes,yes,no,no,yes,no,no,n/a,no,429,100,0,0,692.18,489.49,456.16,100.6,0,25.54,0,0,0,0,0,0
NE,ADAMS,HOLSTEIN,40.4652924,-98.6520134,206923,COOPERATIVE PRODUCERS INC,101680,,yes,yes,no,no,yes,no,no,n/a,no,271.5,200,0,0,775.86,625.53,341.98,154.32,0,0,0,0,0,0,0,0
NE,WEBSTER,BLUE HILL,40.3325134,-98.4486701,206924,COOPERATIVE PRODUCERS INC,101680,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,764.76,266.73,458.14,255.46,0,0,0,0,0,0,0,0
NE,COLFAX,LEIGH,41.7052868,-97.2380953,206927,COOPERATIVE SUPPLY INC,100544,,yes,yes,yes,no,yes,no,no,n/a,no,184,800,100,0,403.12,109.26,279.88,628.79,569.48,135.67,0,53.49,55.82,0,0,0
IA,OBRIEN,HARTLEY,43.1799725,-95.4769513,206928,COOPERATIVE FARMERS ELEVATOR,100542,,yes,yes,no,no,yes,no,no,n/a,no,28,7300,0,0,0,0,0,"5,578.63","2,213.66",0,0,0,0,0,0,0
IL,MACOUPIN,SHIPMAN,39.1175462,-90.0442728,206929,COOPS CREEK ACRES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0
MS,COPIAH,HAZLEHURST,31.8604382,-90.3959255,206931,COPIAH COUNTY CO-OP AAL INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,69.55,47.48,0,0,0
TX,EL PASO,EL PASO,31.7587198,-106.4869314,206933,CORDOVA BROKERAGE INTERNATIONAL INC,100137,,no,yes,no,no,no,yes,no,UP,no,0,29300,0,0,0,0,0,"22,562.45","21,236.05","16,926.67",0,0,0,0,0,0
OK,ROGERS,TALALA,36.5298152,-95.7013701,206934,CORLETT FERTILIZER COMPANY,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,24.29,0,0,0,0
IA,WRIGHT,GOLDFIELD,42.7358045,-93.92078,206936,CORN LP,0,,yes,no,no,no,yes,no,no,n/a,no,81,0,0,0,0,21.33,0,0,0,0,0,0,0,0,0,0
SD,ROBERTS,CORONA,45.3338521,-96.7631231,206940,CORONA GRAIN & FEED CO INC,unmatched,,no,yes,yes,no,yes,no,no,n/a,no,0,100,100,0,0,0,0,0,108.56,0,0,0,56.47,0,0,0
IN,DECATUR,GREENSBURG,39.3372722,-85.483581,206941,CORYA FARMS,100053,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,60.92,0,0,0,0,0,0,0,0,0,0,0
OK,JACKSON,ALTUS,34.6381255,-99.3339754,206942,COTTON GROWERS COOPERATIVE INC,0,,no,yes,no,no,yes,no,no,n/a,no,0,1500,0,0,190.09,989.85,926.05,26.13,0,"1,191.46",0,0,0,0,0,0
MN,LYON,COTTONWOOD,44.6088464,-95.6741866,206943,COTTONWOOD CO OP OIL CO,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,278.28,0,0,0,0,0,54.47,0,0,0,0,0
OK,MUSKOGEE,COUNCIL HILL,35.5555556,-95.6513889,206944,COUNCIL HILL FERTILIZER INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,24.58,0,0,0,0,0,0,0
NE,VALLEY,NORTH LOUP,41.4952891,-98.773137,206951,COUNTRY PARTNERS COOP,101339,,no,yes,yes,no,yes,yes,no,NCRC,no,0,7700,3500,0,0,0,0,"4,231.73","5,948.73","1,467.15","1,232.70","1,551.73","2,693.08",0,0,0
NE,BOONE,ALBION,41.6908444,-98.0036724,206952,COUNTRY PARTNERS COOP,101339,,yes,yes,no,no,yes,yes,no,NCRC,no,335,14700,0,0,623.23,292.19,81.94,"7,046.70","11,340.63","3,893.48",0,0,0,0,0,0
NE,VALLEY,ORD,41.6033429,-98.9261987,206954,COUNTRY PARTNERS COOP,101339,,yes,no,no,no,yes,no,no,n/a,no,60,0,0,0,0,0,0,0,0,0,0,29.45,29.66,0,0,0
NE,BOONE,CEDAR RAPIDS,41.560013,-98.1445085,206955,COUNTRY PARTNERS COOP,101339,,yes,yes,yes,no,yes,no,no,n/a,no,250,500,200,0,0,0,0,0,0,377.59,0,0,154.41,0,0,0
NE,GREELEY,GREELEY,41.5486236,-98.5311848,206956,COUNTRY PARTNERS COOP,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,29.85,0,0,0,0,0,0
NE,WHEELER,BARTLETT,41.8852859,-98.5523003,206957,COUNTRY PARTNERS COOP,101339,,no,yes,yes,no,yes,no,no,n/a,no,0,400,100,0,0,0,0,0,0,277.3,50.73,0,79.39,0,0,0
SD,GREGORY,FAIRFAX,43.027497,-98.8884228,206959,COUNTRY PRIDE COOP,0,,yes,yes,yes,no,yes,no,no,n/a,no,62,500,600,0,0,0,0,392.75,175.6,264.51,78.79,174.49,449.71,0,0,0
SD,CHARLES MIX,DANTE,43.0386053,-98.1842432,206960,COUNTRY PRIDE COOP,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,0,98.57,0,0,0
SD,GREGORY,BURKE,43.1824998,-99.2920453,206961,COUNTRY PRIDE COOP,100547,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,22.15,0,0,0,0,0,0
SD,HUTCHINSON,MENNO,43.2397131,-97.5778442,206962,COUNTRY PRIDE CO-OP,100547,,no,yes,yes,no,yes,no,no,n/a,no,0,400,100,0,0,0,0,316.42,43.83,136.77,0,0,83.35,0,0,0
SD,CHARLES MIX,WAGNER,43.0797156,-98.2931342,206964,COUNTRY PRIDE COOPERATIVE,0,,no,yes,yes,no,yes,no,no,n/a,no,0,500,300,0,0,0,0,402.29,275.57,338.03,26.77,76.08,257.6,0,0,0
SD,HUTCHINSON,FREEMAN,43.3524871,-97.4372863,206965,COUNTRY PRIDE COOPERATIVE,0,,yes,yes,no,no,yes,no,no,n/a,no,90,1400,0,0,0,0,0,"1,098.70",613.91,547,0,0,0,0,0,0
MN,COTTONWOOD,WINDOM,43.8663464,-95.1169366,206966,COUNTRY PRIDE SERVICES COOP,100548,,yes,no,no,no,yes,no,no,n/a,no,200.771,0,0,0,357.34,0,0,0,0,0,0,0,0,0,0,0
MN,COTTONWOOD,MOUNTAIN LAKE,43.938846,-94.9297089,206967,COUNTRY PRIDE SERVICES COOPERATIVE,100548,,yes,no,no,no,yes,no,no,n/a,no,253.151,0,0,0,227.9,0,0,0,0,0,0,0,0,0,0,0
MN,MURRAY,FULDA,43.8705186,-95.6002856,206968,COUNTRY PRIDE SERVICES COOPERATIVE,100548,,yes,no,no,no,yes,no,no,n/a,no,60.8,0,0,0,20.86,0,0,0,0,0,0,0,0,0,0,0
WI,MANITOWOC,MANITOWOC,44.0886059,-87.6575841,206974,COUNTRY VISIONS COOPERATIVE,101484,,no,yes,no,no,no,yes,no,CN,no,0,2600,0,0,0,0,0,"1,962.63",979.08,295.33,0,0,0,0,0,0
WI,POLK,MILLTOWN,45.5260681,-92.5085348,206975,COUNTRYSIDE COOPERATIVE,0,,no,yes,yes,no,yes,no,no,n/a,no,0,100,400,0,0,0,0,44.75,91.37,0,323.6,241.46,80.76,0,0,0
WI,SAINT CROIX,NEW RICHMOND,45.1230213,-92.5365865,206977,COUNTRYSIDE COOPERATIVE,100292,,yes,yes,yes,no,yes,no,no,n/a,no,65,100,1000,0,455.66,125.66,0,68.08,112.39,43.64,777.52,620.49,430.59,0,0,0
WI,PEPIN,DURAND,44.6263543,-91.965726,206979,COUNTRYSIDE COOPERATIVE,0,,yes,yes,yes,no,yes,no,no,n/a,no,65,400,2200,0,20.69,0,0,107.08,292.26,303.77,"1,666.87",52.36,0,0,0,0
WI,TREMPEALEAU,OSSEO,44.5721839,-91.22738,206981,COUNTRYSIDE COOPERATIVE,0,,no,yes,yes,no,yes,no,no,n/a,no,0,100,200,0,0,0,0,44.52,0,0,161.61,0,0,0,0,0
WI,PIERCE,ELLSWORTH,44.7321897,-92.4874124,206982,COUNTRYSIDE COOPERATIVE,0,,yes,no,yes,no,yes,no,no,n/a,no,39,0,100,0,371.9,102.47,180.8,0,0,0,108.71,27.05,0,0,0,0
MO,NODAWAY,GRAHAM,40.2008258,-95.0366404,206984,COUNTY LINE AG SERVICES LLC,100551,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,409.99","1,043.54",356.99,0,0,0,0,0,0,0,0,0
IL,LA SALLE,OTTAWA,41.3455892,-88.8425769,206986,COUNTY MATERIALS,0,,no,no,yes,no,no,no,no,n/a,yes,0,0,2100,0,0,0,0,0,0,0,"1,618.15",0,0,0,0,0
IL,WAYNE,MOUNT ERIE,38.515049,-88.2311536,206990,COY FREDERICK,0,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,0,0,40.77,0,0,128.79,0,0,0,0,0,0
SK,CANADA,ROCANVILLE,50.38159714,-101.6998386,206991,CPS CANADA,101360,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,0,146.41,0,0,0,0
SK,CANADA,KIPLING,50.10003372,-102.6343014,206992,CPS CANADA,101360,,no,no,yes,no,yes,no,no,n/a,no,0,0,1100,0,0,0,0,0,0,0,0,810.53,0,0,0,0
SK,CANADIAN,MOOSOMIN,50.15,-101.67,206993,CPS CANADA,101360,,no,no,yes,no,yes,no,no,n/a,no,0,0,1200,0,0,0,0,0,0,0,0,925.48,0,0,0,0
SK,CANADA,LUMSDEN,50.65,-104.87,206994,CPS CANADA,101360,,no,no,yes,no,yes,no,no,n/a,no,0,0,1100,0,355.24,435.18,0,0,0,0,48.53,812.13,0,0,0,0
AB,CANADIAN,COALDALE,49.73,-112.62,206996,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,2400,0,900.6,272.78,137.33,0,0,0,"1,870.15",297.83,632.63,0,0,0
SK,CANADA,MOOSE JAW,50.3333,-105.55,206998,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,2100,0,0,0,0,0,0,0,0,"1,622.76",0,0,0,0
AB,CANADIAN,CLARESHOLM,50.03,-113.58,207002,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,1700,0,0,0,0,0,0,0,"1,311.42",830.29,0,0,0,0
AB,CANADA,CAMROSE,53.0333,-112.817,207003,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,1100,0,640.92,0,613.68,0,0,0,0,839.28,532.81,0,0,0
AB,CANADIAN,HIGH RIVER,50.58,-113.87,207004,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,3700,0,818.22,0,0,0,0,0,"2,854.68",0,0,0,0,0
AB,CANADA,FOREMOST,49.47816324,-111.4406776,207006,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,48.5,0,0,0,0
AB,CANADA,CASTOR,52.2168381,-111.8850853,207009,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,500,0,0,0,0,0,0,0,0,294.2,392.44,0,0,0
AB,CANADIAN,TABER,49.7833,-112.133,207010,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,2400,0,"1,766.48",805.62,0,0,0,0,"1,872.36","1,034.10",0,0,0,0
AB,CANADIAN,BOW ISLAND,49.87,-111.37,207011,CHS Canada LP,101454,,no,no,yes,no,yes,no,no,n/a,no,0,0,11400,0,0,0,0,0,0,0,"8,799.28",0,"2,082.45",0,0,0
AB,CANADIAN,CROSSFIELD,51.43,-114.03,207013,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,1800,0,871.23,0,0,0,0,0,"1,418.95",0,441.95,0,0,0
ND,MOUNTRAIL,STANLEY,48.3172413,-102.3904515,207014,CRAFTY ACRES,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,25.62,168.54,46.36,0,0,0,0,0,0,0,0,0
IN,MORGAN,MARTINSVILLE,39.4278253,-86.428328,207015,CRAGEN FARMS LLC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,19.23,97.02,0,0,0,0,0,0,0,0,0
IL,PEORIA,ELMWOOD,42.2147464,-88.0934114,207016,AKRON SERVICES,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,20.95,0,0,0,0,0,0,0,0,0,0
IN,KOSCIUSKO,WARSAW,41.2381001,-85.8530469,207017,CREIGHTON BROTHERS LLC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,19.87,307.99,0,0,0,0,0,0,0,0,0,0
MI,INGHAM,WILLIAMSTON,42.6889235,-84.2830245,207018,CREMER'S FARM CENTER,100767,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,305.59,208.99,111.82,0,0,0,0,0,0,0,0,0
OK,LOGAN,CRESCENT,35.9525431,-97.5947685,207019,CRESCENT COOPERATIVE ASSOCIATION,100408,,yes,yes,no,no,yes,no,no,n/a,no,130,1300,0,0,384.12,0,0,699.61,972.06,633.92,0,0,0,0,0,0
IL,MENARD,ATHENS,39.9608826,-89.7239944,207023,CROFT FERTILIZER SERVICE INC,100035,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,132.50",585.41,136.64,0,0,0,0,0,0,0,0,0
NE,KNOX,CROFTON,42.7288884,-97.4956183,207025,CROFTON ELEVATOR INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,1900,1200,0,0,0,0,"1,465.23",792.03,370.39,103.29,0,958.93,0,0,0
IN,KOSCIUSKO,MILFORD,39.3503278,-85.6180312,207027,CROP FERTILITY SPECIALISTS,100145,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,116.44,20.12,0,0,0,0,0,0,0,0,0
